zip_code,latitude,longitude,city,state,county
18924,40.308116,-75.358575,Franconia,,Montgomery
98569,47.071971,-124.152461,Ocean Shores,,Grays Harbor
20103,38.996242,-77.449952,Dulles,,Loudoun
25324,38.296818,-81.554655,Charleston,,Kanawha
28571,35.053819,-76.723675,Oriental,,Pamlico
6066,41.8372,-72.454917,Vernon Rockville,,Tolland
56073,44.259924,-94.511407,New Ulm,,Brown
84539,39.534651,-110.398832,Sunnyside,,Carbon
37683,36.451666,-81.823043,Mountain City,,Johnson
65305,38.731819,-93.573071,Whiteman Air Force Base,,Johnson
16234,41.202325,-79.453751,Limestone,,Clarion
37814,36.224258,-83.30984,Morristown,,Hamblen
47734,37.997128,-87.574963,Evansville,,Vanderburgh
79351,32.977027,-101.937148,Odonnell,,Lynn
35461,33.413277,-88.209276,Ethelsville,,Pickens
47541,38.249617,-87.007734,Holland,,Dubois
58741,48.305738,-100.67856,Granville,,Mchenry
38542,36.323952,-85.203098,Allred,,Overton
55763,47.264753,-92.181209,Makinen,,Saint Louis
66642,39.042939,-95.769657,Topeka,,Shawnee
67761,38.916183,-101.762678,Wallace,,Wallace
75959,31.373062,-93.821948,Milam,,Sabine
16631,40.493522,-78.368229,Curryville,,Blair
4079,43.78105,-69.995537,Harpswell,,Cumberland
68452,40.524526,-98.051184,Ong,,Clay
41092,38.824585,-84.692136,Verona,,Boone
50369,41.672687,-93.572173,Des Moines,,Polk
90704,33.786594,-118.298662,Avalon,,Los Angeles
87421,36.750745,-108.203152,Waterflow,,San Juan
25686,37.743063,-82.10801,Newtown,,Mingo
60173,42.079837,-88.046403,Schaumburg,,Cook
7444,41.008797,-74.402663,Pompton Plains,,Morris
29729,34.692493,-81.003877,Richburg,,Chester
42367,37.242948,-87.154898,Powderly,,Muhlenberg
59832,46.687633,-113.215445,Drummond,,Granite
30612,33.944339,-83.38908,Athens,,Clarke
8530,40.37936,-74.901535,Lambertville,,Hunterdon
935,18.410462,-66.060533,San Juan,,San Juan
6041,41.794681,-72.564832,Manchester,,Hartford
41250,37.815648,-82.492731,Pilgrim,,Martin
36586,31.58842,-87.840875,Walker Springs,,Clarke
67663,39.248844,-99.316373,Plainville,,Rooks
8033,39.876313,-75.033414,Haddonfield,,Camden
35671,34.679634,-86.962519,Tanner,,Limestone
65236,39.425365,-93.128077,Brunswick,,Chariton
18072,40.841099,-75.258376,Pen Argyl,,Northampton
54912,44.416326,-88.464873,Appleton,,Outagamie
59030,45.114735,-110.809991,Gardiner,,Park
12987,44.145678,-73.815204,Upper Jay,,Essex
47006,39.19017,-85.229151,Batesville,,Ripley
68122,41.353003,-96.07026,Omaha,,Douglas
97708,44.001834,-120.94952,Bend,,Deschutes
25961,37.975595,-80.426874,Crichton,,Greenbrier
47855,39.183335,-87.299448,Hymera,,Sullivan
57007,44.369696,-96.790705,Brookings,,Brookings
6108,41.779799,-72.621365,East Hartford,,Hartford
17731,41.432901,-76.516887,Eagles Mere,,Sullivan
73127,35.475459,-97.600817,Oklahoma City,,Oklahoma
47733,37.997128,-87.574963,Evansville,,Vanderburgh
94160,37.784827,-122.727802,San Francisco,,San Francisco
13681,44.439964,-75.377707,Richville,,Saint Lawrence
64648,39.988049,-93.838563,Jamesport,,Daviess
50703,42.549802,-92.258493,Waterloo,,Black Hawk
79117,35.308889,-101.843033,Amarillo,,Potter
26273,38.696059,-79.974846,Huttonsville,,Randolph
7091,40.665651,-74.299692,Westfield,,Union
62979,37.796978,-88.243498,Ridgway,,Gallatin
50037,42.036552,-93.931686,Boone,,Boone
75448,33.356865,-95.584162,Klondike,,Delta
71728,34.010316,-93.097627,Curtis,,Clark
62089,39.121757,-89.494172,Taylor Springs,,Montgomery
48633,43.958329,-84.919332,Lake George,,Clare
19602,40.326546,-75.915919,Reading,,Berks
71261,32.793556,-91.727614,Mer Rouge,,Morehouse
66043,39.233204,-94.883026,Lansing,,Leavenworth
74155,36.139826,-96.029725,Tulsa,,Tulsa
32709,28.486379,-81.009032,Christmas,,Orange
76179,32.907394,-97.425681,Fort Worth,,Tarrant
27374,35.781848,-80.203546,Welcome,,Davidson
88518,31.694842,-106.299987,El Paso,,El Paso
83671,45.889314,-115.557407,Warren,,Idaho
95548,41.609872,-124.054355,Klamath,,Del Norte
56039,43.659429,-94.440978,Granada,,Martin
58006,47.102334,-97.140334,Arthur,,Cass
52132,43.168758,-91.867666,Calmar,,Winneshiek
56020,43.62105,-93.548214,Conger,,Freeborn
28401,34.163503,-77.95481,Wilmington,,New Hanover
28229,35.26002,-80.804151,Charlotte,,Mecklenburg
90660,33.985812,-118.088787,Pico Rivera,,Los Angeles
72058,35.211744,-92.376242,Greenbrier,,Faulkner
76384,34.155524,-99.284002,Vernon,,Wilbarger
32361,30.342161,-83.840177,Wacissa,,Jefferson
4625,44.641873,-68.391481,Cranberry Isles,,Hancock
18431,41.564258,-75.265643,Honesdale,,Wayne
8885,40.576372,-74.831105,Stanton,,Hunterdon
37321,35.556414,-84.979171,Dayton,,Rhea
36675,30.658865,-88.177975,Mobile,,Mobile
44024,41.572432,-81.157142,Chardon,,Geauga
32952,28.276389,-80.656825,Merritt Island,,Brevard
62440,39.418401,-88.270006,Lerna,,Coles
63101,38.631501,-90.19231,Saint Louis,,Saint Louis City
36272,33.827328,-85.795257,Piedmont,,Calhoun
36028,31.518541,-86.354365,Dozier,,Crenshaw
56090,43.925892,-94.233683,Vernon Center,,Blue Earth
50362,41.672687,-93.572173,Des Moines,,Polk
54941,43.85627,-88.985883,Green Lake,,Green Lake
37015,36.297807,-87.083657,Ashland City,,Cheatham
5253,43.182502,-73.065443,East Dorset,,Bennington
45210,39.11451,-84.511093,Cincinnati,,Hamilton
23274,37.524246,-77.493157,Richmond,,Richmond City
15484,39.893625,-79.785642,Uledi,,Fayette
77048,29.625781,-95.340665,Houston,,Harris
16650,40.108984,-78.279287,Hopewell,,Bedford
99578,60.314735,-163.118947,Eek,,Bethel
94240,38.377411,-121.444429,Sacramento,,Sacramento
72024,34.7309,-91.75149,Carlisle,,Lonoke
37185,36.032353,-87.82746,Waverly,,Humphreys
16621,40.1999,-78.140812,Broad Top,,Huntingdon
45503,39.963784,-83.77139,Springfield,,Clark
72653,36.318679,-92.372153,Mountain Home,,Baxter
15337,39.937962,-80.001496,Graysville,,Greene
21690,39.034637,-76.092127,Chestertown,,Queen Annes
79314,33.606603,-102.825745,Bledsoe,,Cochran
80420,39.297972,-106.063548,Alma,,Park
79009,34.519042,-102.784639,Bovina,,Parmer
15344,39.870635,-80.211335,Jefferson,,Greene
26629,38.580977,-80.693054,Little Birch,,Braxton
47708,37.976692,-87.564842,Evansville,,Vanderburgh
43156,39.555583,-82.782171,Tarlton,,Pickaway
17583,39.972349,-76.28733,West Willow,,Lancaster
80214,39.743636,-105.064336,Denver,,Jefferson
55480,45.015914,-93.47188,Minneapolis,,Hennepin
29492,32.96678,-79.852835,Charleston,,Berkeley
61470,40.591144,-90.512266,Prairie City,,Mcdonough
1331,42.547302,-72.183903,Athol,,Worcester
80160,39.738752,-104.408349,Littleton,,Arapahoe
4667,45.013348,-67.097043,Perry,,Washington
35298,33.544622,-86.929208,Birmingham,,Jefferson
63737,37.663253,-89.652912,Brazeau,,Perry
68322,40.335959,-97.56495,Bruning,,Thayer
17364,39.933775,-76.905317,Thomasville,,York
66775,37.675371,-95.178823,Stark,,Neosho
32417,30.243832,-85.916988,Panama City,,Bay
28663,36.527637,-81.301935,Piney Creek,,Alleghany
63771,37.056528,-89.670685,Oran,,Scott
73738,36.436334,-97.580931,Garber,,Garfield
79698,32.475074,-99.73484,Abilene,,Taylor
91944,33.016928,-116.846046,La Mesa,,San Diego
15712,40.781719,-78.853612,Arcadia,,Indiana
99606,59.752463,-154.823629,Iliamna,,Lake And Peninsula
19701,39.594736,-75.693903,Bear,,New Castle
88220,32.416897,-104.46539,Carlsbad,,Eddy
23389,37.656158,-75.848807,Harborton,,Accomack
85045,33.302168,-112.122581,Phoenix,,Maricopa
83402,43.51824,-112.134734,Idaho Falls,,Bonneville
40383,37.998762,-84.737666,Versailles,,Woodford
21205,39.302757,-76.567987,Baltimore,,Baltimore City
23838,37.333271,-77.634265,Chesterfield,,Chesterfield
47660,38.306265,-87.514796,Oakland City,,Gibson
85628,31.531998,-110.909305,Nogales,,Santa Cruz
97140,45.371478,-122.874613,Sherwood,,Washington
86024,35.630842,-112.052427,Happy Jack,,Coconino
17310,39.890605,-77.356642,Cashtown,,Adams
14515,43.257819,-77.735079,North Greece,,Monroe
45073,39.440956,-84.575746,Monroe,,Butler
52162,43.175423,-91.507751,Postville,,Allamakee
17885,40.978059,-77.08184,Weikert,,Union
46103,39.736926,-86.483474,Amo,,Hendricks
99649,57.528787,-157.485781,Pilot Point,,Lake And Peninsula
45316,39.795971,-83.819766,Clifton,,Greene
27712,36.091848,-78.908043,Durham,,Durham
36830,32.547542,-85.468222,Auburn,,Lee
5146,43.179936,-72.605636,Grafton,,Windham
71064,32.768412,-93.647824,Plain Dealing,,Bossier
23881,37.169453,-76.967517,Spring Grove,,Surry
25777,38.413384,-82.277401,Huntington,,Cabell
81014,38.128626,-104.552299,Pueblo,,Pueblo
44445,40.843906,-80.614381,New Waterford,,Columbiana
49749,45.447209,-84.578019,Indian River,,Cheboygan
74189,36.139826,-96.029725,Tulsa,,Tulsa
1266,42.360482,-73.265354,West Stockbridge,,Berkshire
70640,30.35502,-92.946269,Fenton,,Jefferson Davis
26404,39.346214,-80.313875,Meadowbrook,,Harrison
23693,37.152812,-76.44791,Yorktown,,York
99001,47.643803,-117.59205,Airway Heights,,Spokane
97311,44.943841,-123.028607,Salem,,Marion
24585,36.801515,-78.883933,Republican Grove,,Halifax
63436,39.508451,-91.53793,Center,,Ralls
26150,39.189677,-81.513911,Mineral Wells,,Wood
58038,47.072418,-96.96915,Grandin,,Cass
58402,46.97882,-98.960032,Jamestown,,Stutsman
70174,30.032997,-89.882564,New Orleans,,Orleans
19468,40.20894,-75.490215,Royersford,,Montgomery
92341,34.241137,-116.938548,Green Valley Lake,,San Bernardino
91508,33.786594,-118.298662,Burbank,,Los Angeles
43624,41.654599,-83.546233,Toledo,,Lucas
10041,40.703801,-74.009814,New York,,New York
24435,37.875396,-79.298708,Fairfield,,Rockbridge
33323,26.139766,-80.359157,Fort Lauderdale,,Broward
37998,35.935134,-83.750258,Knoxville,,Knox
25107,38.296818,-81.554655,Hernshaw,,Kanawha
97130,45.736552,-123.923108,Manzanita,,Tillamook
96825,21.670926,-157.940731,Honolulu,,Honolulu
33825,27.473059,-81.464053,Avon Park,,Highlands
48393,42.520533,-83.549145,Wixom,,Oakland
36916,32.209362,-88.048983,Pennington,,Choctaw
77088,29.83399,-95.434241,Houston,,Harris
20434,38.893311,-77.014647,Washington,,District Of Columbia
24543,36.592679,-79.410983,Danville,,Danville City
91917,33.016928,-116.846046,Dulzura,,San Diego
55041,44.421753,-92.232221,Lake City,,Wabasha
94062,37.424539,-122.295997,Redwood City,CA,San Mateo
72466,36.057939,-91.240065,Smithville,AR,Lawrence
23154,37.418242,-76.508402,Schley,VA,Gloucester
17120,40.265689,-76.882745,Harrisburg,PA,Dauphin
83463,44.968059,-113.816735,Gibbonsville,ID,Lemhi
738,18.359381,-65.611361,Fajardo,PR,Fajardo
56465,46.539308,-94.134385,Merrifield,MN,Crow Wing
28328,35.006676,-78.415415,Clinton,NC,Sampson
66533,39.158392,-95.959031,Rossville,KS,Shawnee
92196,33.016928,-116.846046,San Diego,CA,San Diego
55012,45.448211,-92.789369,Center City,MN,Chisago
30063,33.965294,-84.511209,Marietta,GA,Cobb
42411,37.201173,-87.988003,Fredonia,KY,Caldwell
61240,41.401019,-90.575785,Coal Valley,IL,Rock Island
94140,37.784827,-122.727802,San Francisco,CA,San Francisco
83533,45.889314,-115.557407,Greencreek,ID,Idaho
61330,41.454193,-89.448445,La Moille,IL,Bureau
78591,26.749896,-98.583016,Santa Elena,TX,Starr
29227,34.005992,-80.970766,Columbia,SC,Richland
76305,33.973736,-98.512878,Wichita Falls,TX,Wichita
7660,40.853449,-74.021233,Ridgefield Park,NJ,Bergen
6234,41.847758,-71.983412,Brooklyn,CT,Windham
61883,40.103625,-87.744819,Westville,IL,Vermilion
75017,32.767268,-96.777626,Irving,TX,Dallas
71415,32.055505,-92.164903,Clarks,LA,Caldwell
62264,38.30799,-89.921695,New Athens,IL,Saint Clair
52042,42.756961,-91.34453,Edgewood,IA,Clayton
50118,41.439093,-93.36963,Hartford,IA,Warren
48264,42.239933,-83.150823,Detroit,MI,Wayne
73440,33.998567,-96.758835,Lebanon,OK,Marshall
24634,37.287992,-82.027408,Pilgrims Knob,VA,Buchanan
15429,40.008082,-79.939234,Denbo,PA,Washington
19135,40.017061,-75.098618,Philadelphia,PA,Philadelphia
44306,41.041805,-81.479986,Akron,OH,Summit
39332,32.323107,-89.083928,Hickory,MS,Newton
59010,46.176296,-107.33875,Bighorn,MT,Treasure
67747,39.046409,-101.063728,Monument,KS,Logan
737,18.102967,-66.139274,Cayey,PR,Cayey
44676,40.71617,-82.028231,Shreve,OH,Wayne
36111,32.342438,-86.267317,Montgomery,AL,Montgomery
17026,40.456193,-76.434639,Fredericksburg,PA,Lebanon
19442,40.146549,-75.617739,Kimberton,PA,Chester
38926,33.689476,-89.758302,Elliott,MS,Grenada
99015,47.653568,-117.431742,Freeman,WA,Spokane
29442,33.403693,-79.226361,Georgetown,SC,Georgetown
38966,33.898064,-90.335055,Webb,MS,Tallahatchie
93219,35.875918,-119.262323,Earlimart,CA,Tulare
91302,33.786594,-118.298662,Calabasas,CA,Los Angeles
62320,40.018202,-91.060449,Camp Point,IL,Adams
32868,28.566338,-81.260818,Orlando,FL,Orange
76016,32.771419,-97.291484,Arlington,TX,Tarrant
20265,38.893311,-77.014647,Washington,DC,District Of Columbia
52073,42.5854,-90.811885,Sherrill,IA,Dubuque
83644,43.577401,-116.590338,Middleton,ID,Canyon
34108,26.241595,-81.807056,Naples,FL,Collier
48063,42.889238,-82.667478,Columbus,MI,Saint Clair
62065,39.13427,-90.69376,Michael,IL,Calhoun
94289,38.377411,-121.444429,Sacramento,CA,Sacramento
65103,38.530921,-92.249342,Jefferson City,MO,Cole
33013,25.860023,-80.271571,Hialeah,FL,Miami-Dade
78931,29.849283,-96.313271,Bleiblerville,TX,Austin
5486,44.738156,-73.306352,South Hero,VT,Grand Isle
28406,34.088079,-77.852599,Wilmington,NC,New Hanover
8004,39.760048,-74.866534,Atco,NJ,Camden
1655,42.364807,-71.896868,Worcester,MA,Worcester
76112,32.77213,-97.217742,Fort Worth,TX,Tarrant
33841,27.742463,-81.723311,Fort Meade,FL,Polk
68648,41.375782,-96.811409,Morse Bluff,NE,Saunders
72454,36.378787,-90.313223,Piggott,AR,Clay
96919,13.444257,144.786297,Agana Heights,GU,Guam
70454,30.467958,-90.393867,Ponchatoula,LA,Tangipahoa
49919,46.526495,-88.584598,Covington,MI,Baraga
58644,47.402085,-102.622139,Marshall,ND,Dunn
21221,39.296007,-76.559787,Essex,MD,Baltimore
80921,39.055054,-104.89122,Colorado Springs,CO,El Paso
48765,44.110526,-83.701888,Turner,MI,Arenac
69026,40.176507,-100.476977,Danbury,NE,Red Willow
30355,33.844371,-84.47405,Atlanta,GA,Fulton
15666,40.202211,-79.609982,Mount Pleasant,PA,Westmoreland
49081,42.171777,-85.617824,Portage,MI,Kalamazoo
71835,33.761471,-93.42928,Emmet,AR,Nevada
3272,43.310279,-71.662928,South Newbury,NH,Merrimack
56278,45.376691,-96.516214,Ortonville,MN,Big Stone
67055,37.78335,-97.205419,Greenwich,KS,Sedgwick
28804,35.624512,-82.589146,Asheville,NC,Buncombe
55063,45.949599,-92.892997,Pine City,MN,Pine
85751,32.161972,-110.714678,Tucson,AZ,Pima
95318,37.622232,-119.861258,El Portal,CA,Mariposa
42345,37.20083,-87.164385,Greenville,KY,Muhlenberg
53812,42.859325,-90.791337,Kieler,WI,Grant
45788,39.430738,-81.44512,Whipple,OH,Washington
64601,39.795225,-93.588876,Chillicothe,MO,Livingston
28531,34.873922,-76.587097,Harkers Island,NC,Carteret
23269,37.524246,-77.493157,Richmond,VA,Richmond City
40210,38.23207,-85.788702,Louisville,KY,Jefferson
73537,34.472021,-99.647324,Eldorado,OK,Jackson
37180,35.622306,-86.573246,Unionville,TN,Bedford
59834,47.065558,-114.251384,Frenchtown,MT,Missoula
4769,46.715072,-68.012557,Presque Isle,ME,Aroostook
1581,42.255222,-71.845865,Westborough,MA,Worcester
48812,43.413761,-84.975271,Cedar Lake,MI,Montcalm
72110,35.169237,-92.817379,Morrilton,AR,Conway
33684,27.871964,-82.438841,Tampa,FL,Hillsborough
95763,38.377411,-121.444429,Folsom,CA,Sacramento
56470,46.984699,-95.09935,Park Rapids,MN,Hubbard
23830,37.021522,-77.453348,Carson,VA,Dinwiddie
47616,38.190994,-87.91701,Griffin,IN,Posey
30315,33.697257,-84.383725,Atlanta,GA,Fulton
31546,31.531938,-81.804924,Jesup,GA,Wayne
63180,38.6531,-90.243462,Saint Louis,MO,Saint Louis City
6753,41.828067,-73.332345,Cornwall,CT,Litchfield
99686,61.68557,-145.775152,Valdez,AK,Valdez Cordova
91942,32.781084,-117.018638,La Mesa,CA,San Diego
25926,37.787252,-81.195122,Sprague,WV,Raleigh
73773,36.241968,-97.911828,Waukomis,OK,Garfield
36266,33.340127,-85.789238,Lineville,AL,Clay
97111,45.282393,-123.218624,Carlton,OR,Yamhill
87735,36.008302,-105.023886,Ojo Feliz,NM,Mora
79016,34.96539,-101.895894,Canyon,TX,Randall
54742,44.762892,-91.306304,Fall Creek,WI,Eau Claire
33025,26.142322,-80.231595,Hollywood,FL,Broward
35139,33.711096,-86.975856,Sayre,AL,Jefferson
87701,35.551539,-104.985643,Las Vegas,NM,San Miguel
13794,42.402816,-76.036582,Killawog,NY,Broome
94506,37.832075,-121.916718,Danville,CA,Contra Costa
4853,44.113472,-68.855722,North Haven,ME,Knox
31191,33.844371,-84.47405,Atlanta,GA,Fulton
66771,37.545144,-95.183687,Saint Paul,KS,Neosho
71363,31.596272,-91.77941,Rhinehart,LA,Catahoula
19975,38.550784,-75.330307,Selbyville,DE,Sussex
60950,41.173292,-87.87675,Manteno,IL,Kankakee
19043,39.899562,-75.307731,Holmes,PA,Delaware
61760,40.838957,-89.066126,Minonk,IL,Woodford
17040,40.34253,-77.304476,Landisburg,PA,Perry
66425,39.821847,-95.727038,Fairview,KS,Brown
14435,42.723231,-77.668291,Conesus,NY,Livingston
43085,40.040113,-82.897222,Columbus,OH,Franklin
18245,40.722587,-76.229623,Quakake,PA,Schuylkill
32157,29.45817,-81.591447,Lake Como,FL,Putnam
8570,40.430006,-74.417344,Cranbury,NJ,Middlesex
63442,40.453333,-92.1474,Granger,MO,Scotland
94283,38.377411,-121.444429,Sacramento,CA,Sacramento
63377,39.076463,-90.996268,Silex,MO,Lincoln
21028,39.563172,-76.236427,Churchville,MD,Harford
49683,44.58678,-85.931969,Thompsonville,MI,Benzie
74437,35.462159,-96.012229,Henryetta,OK,Okmulgee
55336,44.770238,-94.195685,Glencoe,MN,Mcleod
71656,33.590601,-91.732829,Monticello,AR,Drew
84718,37.844777,-111.308206,Cannonville,UT,Garfield
15563,40.094802,-78.965817,Stoystown,PA,Somerset
65069,38.794225,-91.573653,Rhineland,MO,Montgomery
38070,35.942019,-89.243405,Tigrett,TN,Dyer
23968,36.723976,-78.530076,Skipwith,VA,Mecklenburg
6749,41.365709,-72.927507,Waterbury,CT,New Haven
25708,38.413384,-82.277401,Huntington,WV,Cabell
4363,44.414056,-69.751913,Windsor,ME,Kennebec
63472,40.372995,-91.61903,Wayland,MO,Clark
83455,43.63848,-111.132302,Victor,ID,Teton
74107,36.076795,-95.954871,Tulsa,OK,Tulsa
50254,40.978688,-94.10039,Thayer,IA,Union
52040,42.421746,-91.035655,Dyersville,IA,Dubuque
73764,35.945046,-97.942225,Omega,OK,Kingfisher
56136,44.460984,-96.33771,Hendricks,MN,Lincoln
80544,40.177043,-105.275045,Niwot,CO,Boulder
5440,44.93606,-73.289065,Alburg,VT,Grand Isle
89513,39.631922,-119.293722,Reno,NV,Washoe
28302,35.034307,-78.908828,Fayetteville,NC,Cumberland
30109,33.653355,-85.136227,Bowdon Junction,GA,Carroll
65692,36.596757,-91.645491,Koshkonong,MO,Oregon
27626,35.797692,-78.625265,Raleigh,NC,Wake
24468,38.385967,-79.559157,Mustoe,VA,Highland
80102,39.869384,-104.458336,Bennett,CO,Adams
27515,36.05251,-79.107692,Chapel Hill,NC,Orange
30520,34.355933,-83.152947,Canon,GA,Franklin
12977,44.145678,-73.815204,Ray Brook,NY,Essex
40730,36.703868,-84.141486,Emlyn,KY,Whitley
76140,32.771419,-97.291484,Fort Worth,TX,Tarrant
38088,35.201738,-89.971538,Cordova,TN,Shelby
43976,40.314449,-81.070506,Hopedale,OH,Harrison
18322,41.054711,-75.331879,Brodheadsville,PA,Monroe
59752,45.375515,-111.45624,Three Forks,MT,Gallatin
49046,42.532723,-85.384885,Delton,MI,Barry
78589,26.214873,-98.161978,San Juan,TX,Hidalgo
75151,32.062395,-96.473459,Corsicana,TX,Navarro
97538,42.265435,-123.551451,Selma,OR,Josephine
77340,30.644755,-95.579836,Huntsville,TX,Walker
83543,46.296282,-116.264274,Nezperce,ID,Lewis
93241,35.405369,-118.699098,Lamont,CA,Kern
71658,33.261721,-91.649931,Montrose,AR,Ashley
13643,44.014698,-75.728357,Great Bend,NY,Jefferson
14747,42.152725,-79.111065,Kennedy,NY,Chautauqua
26575,39.575518,-80.666712,Hundred,WV,Wetzel
32512,30.394327,-87.299129,Pensacola,FL,Escambia
99825,58.331798,-135.181256,Elfin Cove,AK,Skagway Hoonah Angoon
3232,43.967542,-71.840883,East Hebron,NH,Grafton
61914,39.638,-88.75367,Bethany,IL,Moultrie
83713,43.634002,-116.341948,Boise,ID,Ada
29566,33.816472,-78.758018,Little River,SC,Horry
34145,25.938768,-81.696751,Marco Island,FL,Collier
58784,48.345765,-102.418466,Stanley,ND,Mountrail
14125,43.087438,-78.269677,Oakfield,NY,Genesee
95629,38.510343,-120.708029,Fiddletown,CA,Amador
40150,37.90878,-85.688029,Lebanon Junction,KY,Bullitt
