recorded,RADON_pCi/L,TEMP_F,HUMIDITY,PRESSURE_hPa,CO2_ppm,VOC_ppb,High_CO2
2021-02-09 08:19:41,1.97,60.73,25.0,995,625,222.0,No
2021-02-09 09:19:41,1.92,61.05,25.0,995,621,219.0,No
2021-02-09 10:19:41,1.97,61.66,24.5,995,618,208.0,No
2021-02-09 11:19:41,1.97,62.69,24.5,995,626,277.0,No
2021-02-09 12:19:41,2.05,62.82,24.5,996,614,172.0,No
2021-02-09 13:19:41,2.11,62.24,24.0,996,600,114.0,No
2021-02-09 14:19:41,2.22,60.53,24.0,997,594,75.0,No
2021-02-09 15:19:41,2.24,60.12,24.5,997,596,75.0,No
2021-02-09 16:19:41,2.22,60.51,24.5,997,598,86.0,No
2021-02-09 17:19:41,2.08,61.05,24.5,997,597,86.0,No
2021-02-09 18:19:41,1.97,61.65,24.5,996,596,72.0,No
2021-02-09 19:19:41,1.95,62.13,24.5,996,595,52.0,No
2021-02-09 20:19:41,2.0,62.56,24.5,996,594,50.0,No
2021-02-09 21:19:41,2.05,63.21,25.0,996,613,59.0,No
2021-02-09 22:19:41,2.03,62.28,25.5,995,604,46.0,No
2021-02-09 23:19:41,1.86,61.99,25.5,995,602,46.0,No
2021-02-10 00:19:41,1.86,62.08,25.0,996,616,52.0,No
2021-02-10 01:19:41,1.81,62.11,25.0,996,624,99.0,No
2021-02-10 02:19:41,1.92,62.33,24.5,996,621,155.0,No
2021-02-10 03:19:41,1.84,61.56,24.5,996,614,198.0,No
2021-02-10 04:19:41,1.89,60.64,24.5,996,609,242.0,No
2021-02-10 05:19:41,1.86,59.99,24.5,997,610,315.0,No
2021-02-10 06:19:41,1.89,60.78,24.5,996,614,376.0,No
2021-02-10 07:19:41,2.0,61.11,24.0,997,609,367.0,No
2021-02-10 08:19:41,1.95,61.27,24.0,997,607,335.0,No
2021-02-10 09:19:41,2.14,61.27,23.5,997,603,281.0,No
2021-02-10 10:19:41,2.16,61.65,23.5,997,602,205.0,No
2021-02-10 11:19:41,2.14,62.8,23.5,997,616,163.0,No
2021-02-10 12:19:41,2.05,63.0,23.5,996,619,106.0,No
2021-02-10 13:19:41,2.05,62.6,23.5,996,604,84.0,No
2021-02-10 14:19:41,2.11,61.32,23.5,997,592,46.0,No
2021-02-10 15:19:41,2.11,60.67,23.5,998,592,58.0,No
2021-02-10 16:19:41,2.11,59.94,24.0,998,595,48.0,No
2021-02-10 17:19:41,2.03,59.9,24.5,998,603,54.0,No
2021-02-10 18:19:41,1.89,59.86,25.0,997,610,46.0,No
2021-02-10 19:19:41,1.81,60.24,25.5,996,613,54.0,No
2021-02-10 20:19:41,1.78,60.62,25.5,996,617,52.0,No
2021-02-10 21:19:41,1.84,61.88,26.5,996,708,161.0,No
2021-02-10 22:19:41,1.86,62.04,28.0,996,921,516.0,Yes
2021-02-10 23:19:41,2.16,61.86,26.5,996,765,404.0,No
2021-02-11 00:19:41,2.22,62.42,26.0,996,703,373.0,No
2021-02-11 01:19:41,2.3,62.58,25.5,997,673,387.0,No
2021-02-11 02:19:41,2.16,62.49,25.0,997,664,431.0,No
2021-02-11 03:19:41,2.19,61.18,25.0,997,645,397.0,No
2021-02-11 04:19:41,2.22,59.99,25.0,998,642,362.0,No
2021-02-11 05:19:41,2.14,59.63,25.0,998,640,384.0,No
2021-02-11 06:19:41,2.0,60.84,24.5,998,635,387.0,No
2021-02-11 07:19:41,1.89,61.02,24.5,999,629,373.0,No
2021-02-11 08:19:41,2.0,61.61,24.0,999,620,322.0,No
2021-02-11 09:19:41,1.86,61.41,24.0,999,615,259.0,No
2021-02-11 10:19:41,1.84,62.02,24.0,999,614,273.0,No
2021-02-11 11:19:41,1.7,63.18,24.0,1000,622,322.0,No
2021-02-11 12:19:41,1.68,63.45,23.5,999,617,298.0,No
2021-02-11 13:19:41,1.57,62.92,23.5,999,598,246.0,No
2021-02-11 14:19:41,1.46,61.38,23.5,1000,589,195.0,No
2021-02-11 15:19:41,1.46,61.0,23.5,1000,584,166.0,No
2021-02-11 16:19:41,1.46,61.14,23.5,1000,582,136.0,No
2021-02-11 17:19:41,1.51,60.69,23.5,1001,521,103.0,No
2021-02-11 18:19:41,1.57,60.4,24.0,1000,500,80.0,No
2021-02-11 19:19:41,1.57,60.67,25.0,1000,496,46.0,No
2021-02-11 20:19:41,1.51,60.57,25.5,999,498,46.0,No
2021-02-11 21:19:41,1.49,60.84,25.5,999,507,46.0,No
2021-02-11 22:19:41,1.54,61.0,25.5,999,515,99.0,No
2021-02-11 23:19:41,1.41,60.67,25.5,998,507,246.0,No
2021-02-12 00:19:41,1.38,62.01,25.0,998,506,342.0,No
2021-02-12 01:19:41,1.38,61.75,25.0,998,496,229.0,No
2021-02-12 02:19:41,1.38,62.38,25.0,998,505,256.0,No
2021-02-12 03:19:41,1.35,61.66,25.0,998,521,246.0,No
2021-02-12 04:19:41,1.3,60.78,25.0,998,502,187.0,No
2021-02-12 05:19:41,1.35,61.0,25.0,998,495,170.0,No
2021-02-12 06:19:41,1.38,60.53,25.0,997,489,181.0,No
2021-02-12 07:19:41,1.38,61.12,24.5,997,473,169.0,No
2021-02-12 08:19:41,1.35,61.43,24.0,998,463,181.0,No
2021-02-12 09:19:41,1.32,60.94,24.0,997,459,181.0,No
2021-02-12 10:19:41,1.27,61.93,24.0,996,454,250.0,No
2021-02-12 11:19:41,1.27,63.28,24.0,997,463,311.0,No
2021-02-12 12:19:41,1.27,62.37,24.0,997,453,267.0,No
2021-02-12 13:19:41,1.27,62.94,23.5,997,439,170.0,No
2021-02-12 14:19:41,1.27,61.34,24.0,998,435,112.0,No
2021-02-12 15:19:41,1.24,60.39,24.0,998,432,176.0,No
2021-02-12 16:19:41,1.27,60.78,23.5,998,434,359.0,No
2021-02-12 17:19:41,1.24,60.6,23.5,998,438,345.0,No
2021-02-12 18:19:41,1.22,61.34,24.0,998,462,212.0,No
2021-02-12 19:19:41,1.24,61.75,24.0,998,475,116.0,No
2021-02-12 20:19:41,1.27,61.88,24.0,998,471,46.0,No
2021-02-12 21:19:41,1.32,61.66,24.0,997,473,46.0,No
2021-02-12 22:19:41,1.24,61.63,24.0,998,475,46.0,No
2021-02-12 23:19:41,1.24,61.47,24.5,998,473,50.0,No
2021-02-13 00:19:41,1.24,62.33,24.0,998,472,127.0,No
2021-02-13 01:19:41,1.24,62.13,24.0,998,476,462.0,No
2021-02-13 02:19:41,1.32,62.53,23.5,998,479,483.0,No
2021-02-13 03:19:41,1.35,61.75,23.5,999,479,516.0,No
2021-02-13 04:19:41,1.35,60.87,23.5,999,469,512.0,No
2021-02-13 05:19:41,1.35,60.49,23.5,999,467,579.0,No
2021-02-13 06:19:41,1.32,60.96,23.0,998,474,668.0,No
2021-02-13 07:19:41,1.32,61.18,23.0,998,470,716.0,No
2021-02-13 08:19:41,1.32,61.3,22.5,998,463,579.0,No
2021-02-13 09:19:41,1.49,61.27,22.5,998,461,418.0,No
2021-02-13 10:19:41,1.51,61.23,22.5,997,448,267.0,No
2021-02-13 11:19:41,1.49,61.7,22.0,997,450,215.0,No
2021-02-13 12:19:41,1.59,62.2,22.5,997,456,178.0,No
2021-02-13 13:19:41,1.57,62.17,22.0,996,440,108.0,No
2021-02-13 14:19:41,1.62,61.77,22.0,996,437,63.0,No
2021-02-13 15:19:41,1.59,61.65,22.0,996,436,46.0,No
2021-02-13 16:19:41,1.54,61.5,22.0,996,431,52.0,No
2021-02-13 17:19:41,1.57,61.38,22.0,996,444,46.0,No
2021-02-13 18:19:41,1.7,61.11,22.5,995,448,46.0,No
2021-02-13 19:19:41,1.68,61.34,22.5,994,463,46.0,No
2021-02-13 20:19:41,1.68,61.3,22.5,994,459,46.0,No
2021-02-13 21:19:41,1.54,62.1,23.0,994,544,84.0,No
2021-02-13 22:19:41,1.62,62.19,25.0,994,777,311.0,No
2021-02-13 23:19:41,1.65,62.17,23.5,995,590,239.0,No
2021-02-14 00:19:41,1.57,61.47,23.0,995,532,459.0,No
2021-02-14 01:19:41,1.59,60.62,23.0,995,503,645.0,No
2021-02-14 02:19:41,1.49,59.76,23.0,996,498,605.0,No
2021-02-14 03:19:41,1.59,59.11,22.5,996,484,445.0,No
2021-02-14 04:19:41,1.65,58.46,22.5,996,469,264.0,No
2021-02-14 05:19:41,1.76,58.21,22.5,997,455,163.0,No
2021-02-14 06:19:41,1.73,58.8,22.5,997,459,148.0,No
2021-02-14 07:19:41,1.73,58.68,22.5,998,454,161.0,No
2021-02-14 08:19:41,1.73,58.37,22.0,999,443,166.0,No
2021-02-14 09:19:41,1.49,58.64,22.0,999,438,191.0,No
2021-02-14 10:19:41,1.65,58.44,22.0,999,429,150.0,No
2021-02-14 11:19:41,1.76,58.37,21.5,999,426,118.0,No
2021-02-14 12:19:41,1.65,59.31,21.5,999,421,108.0,No
2021-02-14 13:19:41,1.89,59.41,21.5,1001,415,76.0,No
2021-02-14 14:19:41,1.92,59.58,21.0,1001,411,52.0,No
2021-02-14 15:19:41,1.92,59.56,21.0,1001,410,58.0,No
2021-02-14 16:19:41,1.86,59.31,21.0,1001,411,67.0,No
2021-02-14 17:19:41,1.92,58.78,21.5,1002,418,428.0,No
2021-02-14 18:19:41,1.73,58.51,21.5,1002,415,561.0,No
2021-02-14 19:19:41,1.7,58.77,21.5,1001,407,401.0,No
2021-02-14 20:19:41,1.78,58.84,21.0,1000,404,236.0,No
2021-02-14 21:19:41,1.92,58.73,21.5,1000,417,138.0,No
2021-02-14 22:19:41,1.86,58.59,21.5,1000,437,89.0,No
2021-02-14 23:19:41,1.95,58.5,21.5,1000,451,46.0,No
2021-02-15 00:19:41,1.97,58.46,21.5,1001,456,48.0,No
2021-02-15 01:19:41,2.0,58.44,21.5,1001,453,48.0,No
2021-02-15 02:19:41,2.05,58.68,21.5,1001,452,54.0,No
2021-02-15 03:19:41,1.97,58.86,21.5,1001,453,86.0,No
2021-02-15 04:19:41,1.89,58.6,21.0,1001,447,99.0,No
2021-02-15 05:19:41,1.81,58.41,21.0,1001,431,67.0,No
2021-02-15 06:19:41,1.78,59.04,21.0,1001,424,54.0,No
2021-02-15 07:19:41,1.95,59.22,21.0,1001,420,61.0,No
2021-02-15 08:19:41,2.03,59.25,20.5,1001,413,52.0,No
2021-02-15 09:19:41,2.0,59.5,20.5,1000,407,46.0,No
2021-02-15 10:19:41,1.89,59.77,20.5,1000,413,58.0,No
2021-02-15 11:19:41,1.78,61.07,20.5,1000,427,89.0,No
2021-02-15 12:19:41,1.7,61.61,21.0,1000,435,106.0,No
2021-02-15 13:19:41,1.68,60.71,20.5,1000,419,75.0,No
2021-02-15 14:19:41,1.84,59.43,20.5,1000,406,61.0,No
2021-02-15 15:19:41,1.89,59.2,20.5,997,407,108.0,No
2021-02-15 16:19:41,1.89,59.22,20.0,999,403,259.0,No
2021-02-15 17:19:41,1.81,59.38,20.5,998,399,315.0,No
2021-02-15 18:19:41,1.92,59.41,20.5,998,399,290.0,No
2021-02-15 19:19:41,1.89,59.13,20.5,996,407,287.0,No
2021-02-15 20:19:41,1.78,59.13,21.0,994,415,225.0,No
2021-02-15 21:19:41,1.68,60.26,22.0,994,478,142.0,No
2021-02-15 22:19:41,1.59,60.91,23.5,993,683,267.0,No
2021-02-15 23:19:41,1.46,60.85,22.0,992,553,129.0,No
2021-02-16 00:19:41,1.43,61.74,21.5,992,506,89.0,No
2021-02-16 01:19:41,1.35,61.92,21.5,991,493,82.0,No
2021-02-16 02:19:41,1.35,62.04,21.0,990,475,99.0,No
2021-02-16 03:19:41,1.35,60.89,21.0,989,465,95.0,No
2021-02-16 04:19:41,1.35,59.94,21.0,988,453,72.0,No
2021-02-16 05:19:41,1.32,59.77,21.0,988,458,56.0,No
2021-02-16 06:19:41,1.32,60.6,21.0,988,465,76.0,No
2021-02-16 07:19:41,1.24,59.88,21.0,987,456,63.0,No
2021-02-16 08:19:41,1.22,60.53,22.0,987,454,99.0,No
2021-02-16 09:19:41,1.19,60.42,21.5,986,449,106.0,No
2021-02-16 10:19:41,1.19,61.38,22.0,986,450,123.0,No
2021-02-16 11:19:41,1.19,62.69,22.5,986,450,166.0,No
2021-02-16 12:19:41,1.19,63.28,22.5,986,446,215.0,No
2021-02-16 13:19:41,1.16,63.72,22.5,987,439,212.0,No
2021-02-16 14:19:41,1.05,62.28,23.0,987,431,198.0,No
2021-02-16 15:19:41,1.08,60.85,23.0,988,414,123.0,No
2021-02-16 16:19:41,1.19,60.26,22.5,988,397,114.0,No
2021-02-16 17:19:41,1.19,61.27,23.0,988,407,125.0,No
2021-02-16 18:19:41,1.16,62.38,24.0,988,441,159.0,No
2021-02-16 19:19:41,1.19,62.53,24.0,988,447,135.0,No
2021-02-16 20:19:41,1.16,62.62,24.0,988,452,135.0,No
2021-02-16 21:19:41,1.14,62.06,24.0,989,442,114.0,No
2021-02-16 22:19:41,1.14,62.19,25.0,989,455,88.0,No
2021-02-16 23:19:41,1.14,61.99,25.5,990,462,89.0,No
2021-02-17 00:19:41,1.14,61.86,25.5,990,461,67.0,No
2021-02-17 01:19:41,1.14,62.67,26.0,991,473,69.0,No
2021-02-17 02:19:41,1.08,63.25,26.0,991,481,91.0,No
2021-02-17 03:19:41,1.14,62.64,26.0,991,488,172.0,No
2021-02-17 04:19:41,1.14,60.89,26.0,991,492,281.0,No
2021-02-17 05:19:41,1.14,60.24,25.5,992,502,411.0,No
2021-02-17 06:19:41,1.16,61.48,25.0,993,524,583.0,No
2021-02-17 07:19:41,1.22,62.37,24.5,993,526,597.0,No
2021-02-17 08:19:41,1.22,62.67,24.0,994,520,452.0,No
2021-02-17 09:19:41,1.22,62.89,23.5,994,505,322.0,No
2021-02-17 10:19:41,1.22,63.59,23.0,994,502,198.0,No
